smiles_monomer,pm,distribution,ref,comment,mechanism,Mn,Mv,Mw,PDI,Tc,Td,Tg,Tm,density,elongation to break,elongation_at_break,flexural_strength,modulus,modulus_of_elasticity,notched_strength,set,tensile modulus,tensile strength,tensile stress relaxation,tensile_strength,unnotched_strength,yield_elongation,yield_strength,monomers,data_id
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #17",ester_stereo,12500,,13250,1.06,,,,192,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",427
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #23",ester_stereo,193000,,202650,1.05,,,,192,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",428
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #24",ester_stereo,19900,,20895,1.05,,,,193,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",429
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #33",ester_stereo,6900,,7452,1.08,,,,189,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",430
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 3, #1",ester_stereo,21200,,22896,1.08,,,,192,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",431
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 4, #3",ester_stereo,43500,,46980,1.08,,,,189,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",432
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.93,[],"Kan, Z., Luo, W., Shi, T., Wei, C., Han, B., Zheng, D., & Liu, S. (2018). Facile preparation of stereoblock PLA from ring-opening polymerization of rac-lactide by a synergetic binary catalytic system containing ureas and alkoxides. Frontiers in Chemistry, 6(NOV), 1-9. https://doi.org/10.3389/fchem.2018.00547","table 1, #7",ester_stereo,13900,,15151,1.09,,,,178,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",433
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.93,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #22",ester_stereo,20200,,21412,1.06,,,,192,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",434
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.95,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #25",ester_stereo,20500,,22140,1.08,,,,199,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",435
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.95,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #26",ester_stereo,13300,,14364,1.08,,,,201,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",436
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.97,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #27",ester_stereo,10300,,11639,1.13,,,,207,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",437
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.97,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 1, #28",ester_stereo,20000,,21800,1.09,,,,207,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",438
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.97,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 3, #3",ester_stereo,10700,,12091,1.13,,,,208,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",439
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.98,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 3, #2",ester_stereo,11100,,12099,1.09,,,,210,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",440
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.98,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 3, #4",ester_stereo,22000,,23540,1.07,,,,209,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",441
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.98,[],"Nomura, N., Ishii, R., Yamamoto, Y., & Kondo, T. (2007). Stereoselective ring-opening polymerization of a racemic lactide by using achiral salen- and homosalen-aluminum complexes. Chemistry - A European Journal, 13(16), 4433-4451. https://doi.org/10.1002/chem.200601308","table 3, #5",ester_stereo,43900,,47851,1.09,,,,205,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",442
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",FIg 3.3,ester_stereo,,,,,,,39.4,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",443
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",FIg 3.4,ester_stereo,,,,,,,45.38,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",444
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",FIg 3.7,ester_stereo,,,,,,,54.505,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",445
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.1,ester_stereo,3150,,,,,,27.5,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",446
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.2,ester_stereo,4040,,,,,,32.7,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",447
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.3,ester_stereo,5700,,,,,,,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",448
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.4,ester_stereo,7220,,,,,,,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",449
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.5,ester_stereo,8570,,,,,,47.9,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",450
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.6,ester_stereo,16000,,,,,,50,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",451
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.7,ester_stereo,72200,,,,,,,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",452
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Abou Elfadl, A., Herrmann, A., Hintermeyer, J., Petzold, N., Novikov, V. N., & Rssler, E. A. (2009). Molecular weight dependence of fragility in polymers. Macromolecules, 42(17), 68166817. https://doi.org/10.1021/ma900666z",Fig 3.8,ester_stereo,90900,,,,,,56.91,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",453
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Chile, L. E., Mehrkhodavandi, P., & Hatzikiriakos, S. G. (2016). A Comparison of the Rheological and Mechanical Properties of Isotactic, Syndiotactic, and Heterotactic Poly(lactide). Macromolecules, 49(3), 909-919. https://doi.org/10.1021/acs.macromol.5b02568","Table 2,#6",ester_stereo,,,,,,,55,175,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",454
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Darensbourg, D. J., & Karroonnirun, O. (2010). Ring-Opening polymerization of lactides catalyzed by natural Amino-Acid based zinc catalysts. Inorganic Chemistry, 49(5), 2360-2371. https://doi.org/10.1021/ic902271x","table 5, #1",ester_stereo,,,,,90,,60,178,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",455
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Feng, Q., Yang, L., Zhong, Y., Guo, D., Liu, G., Xie, L., Huang, W., & Tong, R. (2018). Stereoselective photoredox ring-opening polymerization of O-carboxyanhydrides. Nature Communications, 9(1), 1-10. https://doi.org/10.1038/s41467-018-03879-5","table s2, #7",ester_stereo,12000,,12600,1.05,,,,169,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",456
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Kramer, J. W., Treitler, D. S., Dunn, E. W., Castro, P. M., Roisnel, T., Thomas, C. M., & Coates, G. W. (2009). Polymerization of enantiopure monomers using syndiospecific catalysts: A new approach to sequence control in polymer synthesis. Journal of the American Chemical Society, 131(44), 16042-16044. https://doi.org/10.1021/ja9075327","Table 1, #1",ester_stereo,37100,,40810,1.1,,,,178,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",457
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PDLLA1,ester_stereo,47500,,,,,,52,,,,7.5,84,,3650,18,,,,,40,135,1.7,49,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",458
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PDLLA2,ester_stereo,75000,,,,,,50,,,,4.8,86,,4050,17,,,,,44,140,1.4,53,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",459
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PDLLA3,ester_stereo,114000,,,,,,49,,,,5.4,88,,3900,18,,,,,44,150,1.5,53,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",460
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PLLA1,ester_stereo,23000,,,,,,59,,,,1.5,64,,3550,19,,,,,59,135,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",461
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PLLA2,ester_stereo,31000,,,,,,55,,,,5.5,97,,3550,22,,,,,55,175,2.2,65,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",462
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PLLA3,ester_stereo,58000,,,,,,58,,,,5,100,,3750,25,,,,,58,185,2.3,68,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",463
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Perego, G., Cella, G. D., & Bastioli, C. (1996). Effect of molecular weight and crystallinity on poly(lactic acid) mechanical properties. Journal of Applied Polymer Science, 59(1), 37-43. https://doi.org/10.1002/(sici)1097-4628(19960103)59:1<37::aid-app6>3.0.co;2-n",PLLA4,ester_stereo,67000,,,,,,59,,,,7,106,,3750,26,,,,,59,195,2.2,70,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",464
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #9",ester_stereo,,,,,,,,173,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",465
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O.C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,1,"[21, 89]","Ishii, D., Takisawa, K., Matsumoto, K., Ooi, T., Hikima, T., Takata, M., Taguchi, S., & Iwata, T. (2017). Effect of monomeric composition on the thermal, mechanical and crystalline properties of poly[(R)-lactate-co-(R)-3-hydroxybutyrate]. Polymer, 122, 169‚Äì173. https://doi.org/10.1016/j.polymer.2017.06.046",Table 1.LA21,ester_stereo,8000,,23000,2.9,65,,13,160,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O', 'C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",466
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O.C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,1,"[32.7, 67.3]","Ishii, D., Takisawa, K., Matsumoto, K., Ooi, T., Hikima, T., Takata, M., Taguchi, S., & Iwata, T. (2017). Effect of monomeric composition on the thermal, mechanical and crystalline properties of poly[(R)-lactate-co-(R)-3-hydroxybutyrate]. Polymer, 122, 169‚Äì173. https://doi.org/10.1016/j.polymer.2017.06.046",Table 1.LA33,ester_stereo,9300,,18000,1.9,72,,22,110,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O', 'C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",467
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O.C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,1,"[40, 60]","Ishii, D., Takisawa, K., Matsumoto, K., Ooi, T., Hikima, T., Takata, M., Taguchi, S., & Iwata, T. (2017). Effect of monomeric composition on the thermal, mechanical and crystalline properties of poly[(R)-lactate-co-(R)-3-hydroxybutyrate]. Polymer, 122, 169‚Äì173. https://doi.org/10.1016/j.polymer.2017.06.046",Table 1.LA40,ester_stereo,4700,,11000,2.3,,,27,148,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O', 'C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",468
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O.C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,1,"[48, 52]","Ishii, D., Takisawa, K., Matsumoto, K., Ooi, T., Hikima, T., Takata, M., Taguchi, S., & Iwata, T. (2017). Effect of monomeric composition on the thermal, mechanical and crystalline properties of poly[(R)-lactate-co-(R)-3-hydroxybutyrate]. Polymer, 122, 169‚Äì173. https://doi.org/10.1016/j.polymer.2017.06.046",Table 1.LA48,ester_stereo,3300,,7600,2.3,79,,26,109,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O', 'C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",469
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O.C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,1,"[5.8, 94.2]","Ishii, D., Takisawa, K., Matsumoto, K., Ooi, T., Hikima, T., Takata, M., Taguchi, S., & Iwata, T. (2017). Effect of monomeric composition on the thermal, mechanical and crystalline properties of poly[(R)-lactate-co-(R)-3-hydroxybutyrate]. Polymer, 122, 169‚Äì173. https://doi.org/10.1016/j.polymer.2017.06.046",Table 1.LA6,ester_stereo,5700,,13000,2.3,80,,7,157,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O', 'C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",470
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O.C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,1,"[66, 34]","Ishii, D., Takisawa, K., Matsumoto, K., Ooi, T., Hikima, T., Takata, M., Taguchi, S., & Iwata, T. (2017). Effect of monomeric composition on the thermal, mechanical and crystalline properties of poly[(R)-lactate-co-(R)-3-hydroxybutyrate]. Polymer, 122, 169‚Äì173. https://doi.org/10.1016/j.polymer.2017.06.046",Table 1.LA66,ester_stereo,2400,,6000,2.5,,,25,,,,,,,,,,,,,,,,,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O', 'C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",471
C[C@@H](O)CC(=O)O.C[C@@H](O)CC(=O)O,1,[],"Hori, Y., & Yamaguchi, A. (1995). Ring-Opening Copolymerization of (R)-_-ButyroIactone with (R)-3-Methyl-4-oxa-6-hexanolide: A New Biodegradable Poly(ester-ether). Macromolecules, 28(1), 406-408. https://doi.org/10.1021/ma00105a063","Table 1, P(3HB)",ester_stereo,178000,,424000,,,,5.3,163,,,,,,,,,,,,,,,,"('C[C@@H](O)CC(=O)O', 'C[C@@H](O)CC(=O)O')",472
C[C@@H](O)CC(=O)O.C[C@@H](O)CC(=O)O,1,[],"Hori, Y., Takahashi, Y., Yamaguchi, A., & Nishishita, T. (1993). Ring-Opening Copolymerization of Optically Active _-Butyrolactone with Several Lactones Catalyzed by Distannoxane Complexes: Synthesis of New Biodegradable Polyesters. Macromolecules, 26(16), 4388-4390. https://doi.org/10.1021/ma00068a053","Table 1, #1",ester_stereo,178000,,424000,2.38202247,,,5.3,163,,,,,,,,,,,,,,,,"('C[C@@H](O)CC(=O)O', 'C[C@@H](O)CC(=O)O')",473
C[C@@H](O)CC(=O)O.C[C@@H](O)CC(=O)O..CC(CO)CCC(=O)O,1,"[0.91, 0.09]","Hori, Y., Takahashi, Y., Yamaguchi, A., & Nishishita, T. (1993). Ring-Opening Copolymerization of Optically Active _-Butyrolactone with Several Lactones Catalyzed by Distannoxane Complexes: Synthesis of New Biodegradable Polyesters. Macromolecules, 26(16), 4388-4390. https://doi.org/10.1021/ma00068a053","Table 1, #8",ester_stereo,176000,,280000,1.59090909,,,-2.8,115,,,,,,,,,,,,,,,,"[['C[C@@H](O)CC(=O)O', 'C[C@@H](O)CC(=O)O'], ['CC(CO)CCC(=O)O']]",474
C[C@@H](O)CC(=O)O.C[C@@H](O)CC(=O)O..C[C@H](O)C(=O)O,1,"[0.83, 0.17]","Hori, Y., Takahashi, Y., Yamaguchi, A., & Nishishita, T. (1993). Ring-Opening Copolymerization of Optically Active _-Butyrolactone with Several Lactones Catalyzed by Distannoxane Complexes: Synthesis of New Biodegradable Polyesters. Macromolecules, 26(16), 4388-4390. https://doi.org/10.1021/ma00068a053","Table 1, #9",ester_stereo,124000,,208000,1.67741936,,,12.3,120,,,,,,,,,,,,,,,,"[['C[C@@H](O)CC(=O)O', 'C[C@@H](O)CC(=O)O'], ['C[C@H](O)C(=O)O']]",475
C[C@@H](O)CC(=O)O.C[C@@H](O)CC(=O)O..O=C(O)CCCCO,1,"[0.9, 0.1]","Hori, Y., Takahashi, Y., Yamaguchi, A., & Nishishita, T. (1993). Ring-Opening Copolymerization of Optically Active _-Butyrolactone with Several Lactones Catalyzed by Distannoxane Complexes: Synthesis of New Biodegradable Polyesters. Macromolecules, 26(16), 4388-4390. https://doi.org/10.1021/ma00068a053","Table 1, #7",ester_stereo,191000,,313000,1.63874346,,,-4.3,113,,,,,,,,,,,,,,,,"[['C[C@@H](O)CC(=O)O', 'C[C@@H](O)CC(=O)O'], ['O=C(O)CCCCO']]",476
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.06,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #4",ester_stereo,37100,,40810,1.1,,,,178,,,,,,,,,,,,,,,,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",477
